name,slug,website,one_liner,long_description,batch,status,team_size,industry,subindustry,regions,all_locations,tags,founders,founder_names,founder_linkedins,yc_url
Tilt,tilt-2,https://tilt.bike/,Bringing the joy of cycling to millions of Indians,"You can buy or share our bicycles and e-bikes for health, fitness, and mobility.

Today, our bikes can be found in hundreds of communities across Bangalore, Mumbai, Delhi NCR and Pune.",Winter 2021,Active,12,Consumer,Consumer,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['Hardware', 'Consumer', 'Fitness', 'India', 'Mobility']",,,,https://www.ycombinator.com/companies/tilt-2
Codingal,codingal,https://www.codingal.com,Leading online after-school for kids & teens to learn AI & coding,"Codingal (www.codingal.com) is the global leader in online AI and coding education for kids and teens (Grades 1-12). Our mission is to help students fall in love with AI & coding and become creators of the future - entrepreneurs, engineers, and scientists by providing high-quality, accessible, and personalized computer science education.

In many countries, top technical universities exist, but there’s a significant gap in K-12 programming education. Parents want their kids to start learning programming early, and that’s why they choose Codingal. We offer live, interactive classes with expert instructors from Computer Science backgrounds. All our instructors are rigorously vetted and trained to ensure a high-quality learning experience.

Every student receives a personalized learning path tailored to their age and skill level. Our curriculum is STEM.org-accredited, aligned with the K–12 Computer Science Framework, and delivered in 1:1 and small-group formats, ensuring individual attention and engagement.

Students learn by building real-world projects using popular tools and technologies like Scratch, Python, Roblox, Minecraft, MIT App Inventor, Thunkable, Pygame, HTML/CSS, JavaScript, website development, Java, Data Science, AP Computer Science content, and AI tools like ChatGPT and Machine Learning frameworks. Through this hands-on approach, students create apps, games, animations, and websites in a fun, engaging way that fosters problem-solving and creative skills.

Beyond classes, students participate in global coding competitions, hackathons like HPE CodeWars, and online coding camps, further nurturing their creativity, confidence, and innovative spirit. With a 4.9/5 student rating and NPS of 86, Codingal is trusted by over 1 million registered students in 70+ countries.

Codingal combines the best of human instruction and AI-driven learning to inspire the next generation of tech leaders. We are poised to lead the next generation of coding education and make a significant impact in this rapidly growing market.",Winter 2021,Active,60,Education,Education,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Education', 'eLearning', 'Edtech']",,,,https://www.ycombinator.com/companies/codingal
Veera Health,veera-health,https://www.veerahealth.com,We treat women with Polycystic Ovary Syndrome in India,"Veera Health is helping 110M women in India get treated for Polycystic Ovary Syndrome (PCOS).  Our app combines evidence-backed therapy with coaching & specialist support for a subscription fee.

PCOS is the most common cause of infertility in women, and can lead to diabetes, depression and cancer. Patients spend up to 10 years and thousands of rupees searching for the right treatment, yet 90% are dissatisfied with existing options. With our program, 85% patients report feeling ""in control"" of their PCOS after just 1 month and are 4-times more likely to complete treatment.

The founders, Shobhita (COO) and Shashwata (CEO) got an inside view into this massive need when the former was diagnosed with PCOS. Shashwata studied data science at Yale University, holds an MBA from Wharton, and helped grow Fortune 100 and growth-stage consumer health / product companies at McKinsey. Shobhita studied Biology & Psychology at Tufts University and has worked with leading healthcare companies, such as GlaxoSmithKline, Accenture Life Sciences & UnitedHealth.",Winter 2021,Active,4,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia', 'Remote', 'Partly Remote']","MH, India","['Consumer Health Services', 'Femtech']",,,,https://www.ycombinator.com/companies/veera-health
zingbus,zingbus,https://www.zingbus.com/,Platform for bus travel across Indian cities,"Zingbus runs safe and affordable bus services between Indian cities. We aggregate small bus companies and optimize schedules and pricing for them, thus increasing their revenue.",Winter 2021,Active,40,Consumer,Consumer -> Transportation Services,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India","['Marketplace', 'Travel']",,,,https://www.ycombinator.com/companies/zingbus
GimBooks,gimbooks,https://gimbooks.com/,GimBooks makes Bookkeeping Easy for small business owners,"GimBooks offers a cloud based and Mobile First book keeping and business management platform, geared mainly towards small and micro-sized businesses of India, which is easy to use and uniquely offers domain based bookkeeping and Integrated banking.",Winter 2021,Active,16,B2B,B2B -> Finance and Accounting,"['India', 'South Asia', 'Remote', 'Partly Remote']","Raipur, CT, India","['Fintech', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/gimbooks
Kodo,kodo,https://www.kodo.com,Corporate card & spend management platform for Indian startups,,Winter 2021,Active,45,Fintech,Fintech -> Payments,"['India', 'South Asia', 'Remote', 'Partly Remote']","MH, India",['Fintech'],,,,https://www.ycombinator.com/companies/kodo
FifthTry,fifthtry,https://www.FifthTry.com,Continuous Documentation To End Documentation Rot,"FifthTry is a Notion-like documentation tool designed to end documentation rot. We integrate with GitHub and block code changes from getting deployed till documentation has been updated and approved. We call this Continuous Documentation.
",Winter 2021,Active,4,B2B,B2B -> Productivity,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Documents', 'Developer Tools']",,,,https://www.ycombinator.com/companies/fifthtry
Bimaplan,bimaplan,https://www.bimaplan.co,Affordable insurance for the next billion Indians,"Bimaplan is an affordable insurance platform for the next billion Indians.

Our vision is to provide financial security to 150 million vulnerable households through contextual life and health insurance products. The growth in mobile penetration and the evolution of digital infrastructure in India has now made it possible to reach this vulnerable population. This is an $8 billion addressable market.

We launched in February 2021, and went live with one insurance underwriting partner. We are on track to sell 1,000 policies in March 2021. We are backed by some of the best early stage technology investors, successful fintech founders, and insurance industry veterans.

The company is founded by Vikul Goyal, a second-time founder with a successful exit track record. His previous venture, Carcrew, was acquired by TVS Group, a large automotive conglomerate in India.",Winter 2021,Active,30,Fintech,Fintech -> Insurance,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India; MH, India","['Fintech', 'Microinsurance']",,,,https://www.ycombinator.com/companies/bimaplan
CashBook,cashbook,https://cashbook.in,Ramp for Indian Businesses - UPI Wallets for Employee Expenses,"Issue UPI wallets to employees, track and control the spend.",Winter 2021,Active,4,B2B,B2B -> Finance and Accounting,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, India","['Fintech', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/cashbook
Pragmatic Leaders (Ankai Inc),pragmatic-leaders-ankai-inc,"https://pragmaticleaders.io, https://ostronaut.com","AI-powered Corporate Training: Faster, Smarter, and More Effective","Ostronaut is an AI-powered, SaaS-based corporate training solution built to transform workforce learning. Its foundations come from six years of training 10,000+ product professionals through Pragmatic Leaders, which provided a faster, more cost-effective alternative to an MBA.

🚀 Smarter, faster, and designed for real-world impact.

- Initiative of Pragmatic Leaders",Winter 2021,Active,10,B2B,B2B,"['India', 'South Asia', 'Remote', 'Fully Remote']","Gurugram, HR, India; Remote","['Artificial Intelligence', 'SaaS', 'eLearning', 'Sales Enablement', 'AI']",,,,https://www.ycombinator.com/companies/pragmatic-leaders-ankai-inc
Weekday,weekday,https://weekday.works,AI recruiter that runs outbound sourcing campaigns to find top talent,"At Weekday, we have built the most accurate database of talent (250mn+ people in US & India with contact data), we run outbound campaigns to identify top talent for any role you might be hiring for. We generate the highest response rates (30-40%) on our campaigns making sourcing talent as easy as making a job posting ",Winter 2021,Active,38,B2B,B2B -> Recruiting and Talent,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['B2B', 'Recruiting']",,,,https://www.ycombinator.com/companies/weekday
Flux Auto,flux-auto,https://fluxauto.ai,General Autonomy for Controlled Spaces,"Flux Auto is building autonomous mobility technology to fully automate the movement and operation of vehicles in controlled spaces. Using Flux's solutions customers can reduce their dependency on human drivers, while also increasing productivity and reducing operating costs. 

Flux is currently deploying in warehouses, farms and mines.",Winter 2021,Active,56,Industrials,Industrials -> Manufacturing and Robotics,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, India","['Artificial Intelligence', 'Autonomous Trucking', 'Hard Tech', 'Robotics', 'Logistics']",,,,https://www.ycombinator.com/companies/flux-auto
GroMo,gromo,https://www.gromo.in,App for independent agents to sell financial products in India,"GroMo (YC W21) is building India's largest financial products distribution company. GroMo has built a network of 1.2 million agents on its platform. GroMo has built a tech-enabled social commerce platform that helps agents not only improve access to better financial products for consumers, but also bridge the financial literacy gap by helping them choose the right offerings. Currently, GroMo is distributing a broad spectrum of 100+ financial products across Insurance, Investments, Credit Cards, Loans, Saving & Demat accounts, etc. from brands such as IDFC Bank, Jupiter Money, Axis Bank, Freecharge, etc.
",Winter 2021,Active,100,Fintech,Fintech,"['India', 'South Asia']","Gurugram, HR, India","['Fintech', 'Insurance']",,,,https://www.ycombinator.com/companies/gromo
RocketSDR,rocketsdr,https://rocketsdr.ai,AI Native Sales Outreach Platform,"The only sales outreach platform you’ll ever need.

From research to outreach, RocketSDR runs your entire top-of-funnel — freeing you to focus on conversations that convert.",Winter 2021,Active,30,B2B,B2B -> Sales,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Sales', 'AI']",,,,https://www.ycombinator.com/companies/rocketsdr
Zuddl,zuddl,http://www.zuddl.com,Zuddl is a modular platform for events and webinars that helps event…,"Zuddl is a modular platform for events and webinars that helps event marketers plan and execute events that drive growth. Event teams from global organizations like Microsoft, Google, ServiceNow, Zylo, Postman, TransPerfect and the United Nations trust Zuddl. Our modular approach to event management lets B2B marketers and conferences organizers decide which components they need to build the perfect event and scale their event program. Zuddl is an outcome-oriented platform with a focus on flexibility, and is more partner, less vendor.

FUNDING

Zuddl being a part Y-Combinator 2020 batch has raised $13.35 million in Series A funding led by Alpha Wave Incubation and Qualcomm Ventures with participation from our existing investors GrowX ventures and Waveform Ventures.


",Summer 2020,Active,120,B2B,B2B,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Fully Remote']","San Francisco, CA, USA; TS, India; Remote","['SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/zuddl
"MedPiper Technologies, Inc",medpiper-technologies-inc,https://www.medpiper.com,Instant cash payouts for delayed flights,"OrbitCover (by MedPiper Technologies, YC S20) is parametric travel insurance infrastructure. We power flight delay coverage that auto-settles payouts in under 5 minutes; with zero claims filing.",Summer 2020,Active,55,Fintech,Fintech -> Insurance,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['Fintech', 'Travel', 'Insurance', 'Consumer Finance']",,,,https://www.ycombinator.com/companies/medpiper-technologies-inc
Orange Health Labs,orange-health-labs,http://www.orangehealth.in,India's Fastest Diagnostics Service,"Orange Health Labs is India’s leading on-demand diagnostics lab for urban consumers, offering 30-minute at-home sample collection and 6 hour reports across the top cities of India 

Launched in January 2021, Orange Health Labs is amongst the most loved healthcare brands in India and is backed by some of the world’s leading investors like Accel, General Catalyst, Y Combinator, Bertelsmann India, Amazon, and others. ",Summer 2020,Active,1100,Healthcare,Healthcare -> Diagnostics,"['India', 'South Asia']","Bengaluru, KA, India","['Consumer Health Services', 'Health Tech', 'Healthcare', 'Diagnostics']",,,,https://www.ycombinator.com/companies/orange-health-labs
Decentro,decentro,https://decentro.tech,API Platform for Banking Integrations (Plaid for India and APAC),"Almost every company that has to integrate with the legacy financial institutions, faces several challenges when it comes to the product cycle. Not only are the APIs and documentations less available, but they are also old school and ridden with errors and loopholes. 

On top of that, the lack of a single point of contact from the underlying institutions, makes the already long integration cycle of 5 months feel like a temple run between different departments. And since those services break and update over time, you can imagine the nightmare in terms of coordination between the tech teams. 

We are a full-stack platform where you can come, select your desired modules, play in the sandbox, and launch your product with the APIs and SDKs within a couple of weeks! Not only that, but we also take care of all upcoming fixes, iterations, and updates without breaking any flow.

It's that easy, as it should be. Welcome to the future.",Summer 2020,Active,60,B2B,"B2B -> Engineering, Product and Design","['India', 'Singapore', 'South Asia', 'Southeast Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India; Delhi, DL, India; Singapore, Singapore","['Banking as a Service', 'Fintech', 'API']",,,,https://www.ycombinator.com/companies/decentro
WareIQ,wareiq,https://www.wareiq.com/,Amazon-prime like logistics for eCommerce companies in India,"We are building an on-demand Fulfillment network and all software tools in a central platform which is required for an Etailer to manage their eCommerce Fulfillment operations.

Etailers connect all their stores to our platform and send us their inventory. Whenever an order is placed on any of the channels, our Decision Engine allocates order to the nearest Warehouse holding the inventory, and right courier partner to pick & deliver to the end customer.",Summer 2020,Active,50,B2B,B2B -> Supply Chain and Logistics,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Warehouse Management Tech', 'B2B', 'Supply Chain']",,,,https://www.ycombinator.com/companies/wareiq
Statiq.,statiq,https://statiq.in/,India's Largest EV charging network,"Statiq connects electric vehicle owners to EV chargers. EV owners can discover chargers near them, pre-book a slot and pay for the usage conveniently. Property owners can buy, share their chargers, manage them and earn by becoming charger hosts with Statiq. Our EV chargers can be found at shopping malls, workplaces, restaurants , hotels, residential spaces. ",Summer 2020,Active,200,Industrials,Industrials -> Energy,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India; Bengaluru, KA, India","['Marketplace', 'Climate', 'Electric Vehicles']",,,,https://www.ycombinator.com/companies/statiq
Cradle,cradle,https://www.cradlefinance.com,B2B payments network in India,Cradle is a B2B payments network in India that lets small businesses collect online payments from other businesses for free.,Summer 2020,Active,2,B2B,B2B -> Retail,"['India', 'South Asia']","Bengaluru, KA, India",['Fintech'],,,,https://www.ycombinator.com/companies/cradle
Farmako Healthcare,farmako-healthcare,https://farmako.ai,India's fastest medicine delivery in just 30 minutes,"We are India's fastest medicine delivery service. We deliver medicines in just 30 minutes. We have built highly optimized pharmacy stores and a set of internal tools designed to process prescriptions quickly.

We also provide easy-to-integrate APIs and SDK for anyone to start a virtual pharmacy without needing a license, pharmacy, or delivery fleet. Any doctor, teleconsultation app, or EMR provider can start delivering medicines to their patients on WhatsApp or App using our service in the background. We have more than 80 B2B partners, including India's top teleconsultation apps, EMR providers, hospitals, elderly care apps, and insurance providers.

We operate 24/7 in Gurgaon, New Delhi, and Moradabad and deliver over 15,000 orders monthly. So far, we have processed more than 250K orders and done thousands of life-saving deliveries.

We started in 2020 with the vision to build a centralized health record system for India. We had an AI-powered EMR app for doctors and a SaaS for diagnostic labs to add patients' medical records to Farmako Health ID. We have more than 3M health records added on Farmako. In 2022, the Indian government launched ABHA Health ID and we became one of the first official partners with them. In 2023, we launched quick medicine delivery and decided to move forward with ABHA Health ID for medical records.

Now, we are building a safe health assistant inside our medicine delivery app, which will be connected to your Health ID and all your past medical records. Our goal is to make it a super-safe and accurate health assistant for the world, which can eliminate your doctor in the long run for all primary care issues.",Summer 2020,Active,40,Healthcare,Healthcare -> Healthcare IT,"['India', 'South Asia']","Gurugram, HR, India","['Health Tech', 'Delivery', 'Digital Health', 'Healthcare']",,,,https://www.ycombinator.com/companies/farmako-healthcare
Explorex,explorex,https://explorex.co,Ecosystem Platform for Restaurants in India,"Explorex is building the operating system for dining — powering both restaurants and the end consumer experience through a tightly integrated ecosystem.

While most companies in the space focus on software for restaurants or discovery for diners, Explorex connects both sides of the equation. Our platform combines a full-stack restaurant OS (Bridge) with a consumer layer (Elite), enabling seamless, real-time dining experiences — from discovering a place, to ordering, to paying, all without friction.

At the core of this is Elite — our consumer app that is redefining how people dine out. Diners can see live table availability, access dynamic menus, place orders, and self-checkout instantly without waiting for staff. This removes the biggest friction in dining — interruptions — and turns going out into a smooth, uninterrupted experience.

What makes Explorex fundamentally different is the data layer. Unlike delivery platforms that only see orders, we capture real-world, in-venue behavior — what people order, how long they stay, how groups behave, how menus perform, and how experiences impact spending.

We are now building Elara, an AI-powered dining concierge that uses this data to guide users to the best possible experience in real time — factoring in intent, context, weather, vibe, availability, and historical behavior. This allows us to move beyond discovery into decision-making, becoming the intelligence layer for offline commerce.

For restaurants, this translates into higher revenue through better table utilization, increased average order value, and direct access to high-intent consumers. For diners, it means a faster, more personalized, and significantly better dining experience.

Explorex is not a SaaS tool — it is the infrastructure layer for offline dining, with AI and consumer experience at its core.",Summer 2020,Active,25,Consumer,Consumer,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Marketplace', 'Consumer']",,,,https://www.ycombinator.com/companies/explorex
Volopay,volopay,https://www.volopay.com/,Brex for South East Asia - Corporate cards & automated payments.,"Volopay is a modern spend management platform that saves companies time and money by giving visibility & control to every aspect of business spending. With Volopay, finance and accounting teams can control expense requests and approvals, make bill payments (domestic/cross-border), manage company cards, and reconcile all accounting on one platform.

Volopay completely eliminates the need for expense reports and reimbursements while giving everyone in the company a card to use. We worked in an offshore dev centre in the past and it took 2 months to get our reimbursements and 4 weeks to make any purchase as there was just one corporate card for the entire company and clunky bill payments solutions offered by the banks. 

Among our customers are Reddoorz (OYO of South East Asia), Dathena (biggest data security co in Singapore) and Beam (APAC’s leading micro-mobility player). ",Summer 2020,Active,11,Fintech,Fintech -> Payments,"['India', 'Singapore', 'South Asia', 'Southeast Asia', 'Remote', 'Fully Remote']","Bengaluru, India; Singapore, Singapore; Remote","['Fintech', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/volopay
OkCredit,okcredit,https://www.okcredit.in,Simple and secure bookkeeping for Indian businesses.,"Today, over 50 million SMBs issue informal credit in India, This is a hugely manual process which they spend hours tracking, reconciling, and collecting! 

The 50M SMBs in India account for 40% of the nation’s GDP. As much as 60% of their sales happen on credit. That’s ~24% of the country’s GDP (500B$) lying on paper!

OKCREDIT as a company came into existence to start solving the most important problem of credit recovery in MSMEs. We as first movers developed a bookkeeping app that would help any merchant sitting at the remotest corner of the country with internet connectivity to record his transactions digitally. We helped them track the credit given to their customers and suppliers. With our Okcredit app a merchant can track the amount of credit given, monitor credit limit, send reminders and eventually can collect faster from their customers. So as a company our vision was to bring the data dark merchants onto the digital platform. We have changed the way the MSMEs record the transactions and eased their life today. 

",Summer 2018,Active,70,Fintech,Fintech -> Payments,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['FinOps', 'Fintech', 'Payments', 'Finance', 'India', 'SMB']",,,,https://www.ycombinator.com/companies/okcredit
Leena AI,leena-ai,https://www.leena.ai,We at Leena AI build a virtual assistant that answers employee's…,"HR/IT/Finance professionals spend 50% of their time answering employees' questions and tickets. It’s even worse on the employee side, they have to wait for a long time for simple answers.

We are live with 500 customers like Coca-Cola, Sony, Puma, Vodafone, Nestle, P&G, Airbnb, etc. We have raised over $40M from top VCs like Bessemer, Greycroft, Elad Gil, etc.

Leena AI consumes company’s enterprise knowledge & starts answering all employee questions just like a human would. It can even answer complex personalized questions like Why is my salary less this month?

Employees can access Leena AI from commonly used UIs like MS Teams or Slack.",Summer 2018,Active,500,B2B,B2B,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Partly Remote']","New York City, NY, USA; New Delhi, DL, India","['Artificial Intelligence', 'Generative AI', 'Chatbot', 'Enterprise Software', 'AI Assistant']",,,,https://www.ycombinator.com/companies/leena-ai
Khatabook,khatabook,https://khatabook.com/,Manage your ledgers and avail Financial Services like Lending on your…,"Replace your traditional ledgers with new digital Khatabook and Avail financial services like Lending for your business. Business owners can use the app to record credit (Jama) and debit (Udhar) transactions for their trusted customers. It is 100% Free, Safe, and Secure for all types of businesses to maintain their customers'​ accounts.
",Summer 2018,Active,350,Fintech,Fintech -> Payments,"['India', 'South Asia']","Bengaluru, KA, India",['Fintech'],,,,https://www.ycombinator.com/companies/khatabook
ZiffyHomes,ziffyhomes,https://www.ziffyhomes.com/,ZiffyHomes is managed corporate housing for white collar employees in…,"ZiffyHomes is a living solace for young professionals with beautiful living spaces, vibrant community, excellent services and full time support to all our customers. We work towards providing the highest standards of living for young professionals and saving them from woes of house hunt. We wish to provide a space for them where they can flourish. 

Founded by Saurabh Kumar & Sanchal Ranjan where they are fascinated about formation of communities around both living and working spaces in a country like India for the last 15 years of their educational and corporate lifetimes and now fostering India's first physical social network via co-living.

Join us on our journey of excited times ahead.

Visit us at www.ziffyhomes.com or follow our progress on:

Facebook: https://www.facebook.com/ziffyhomes/
Twitter: https://twitter.com/ZiffyHomes
Instagram: https://www.instagram.com/ziffyhomes/",Summer 2018,Active,57,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,"['India', 'South Asia']","Gurugram, HR, India","['Real Estate', 'India']",,,,https://www.ycombinator.com/companies/ziffyhomes
Helloverify,helloverify,https://www.helloverify.ae,Helloverify is a background screening platform (Checkr for India).  ,"With increasing fraud rates, the need for a credible background check system is more important than ever. Unlike other background check solutions that are manual, expensive and require a ton of documentation, HelloVerify creates a seamless experience through its technology platform that is cost effective and provides results instantly from trusted verification sources. It not only automates data collection and matching but streamlines the entire process from order requests, progress status to final report delivery.

We help prevent fraud by finding facts about individuals. The online service acts as a means of authenticating and objectively verifying an individual’s identity, court case status, educational check, credit score and employment history - thereby enabling commercial transactions and hiring decisions to take place between parties. Whether you are a corporate or a startup looking to hire new employees or a homeowner seeking to verify your driver's driving license or a landlord wanting to ascertain your tenant’s payment ability - we provide a wide range of checks at affordable rates & quick turnaround time. Sign up today!",Winter 2018,Active,600,B2B,B2B -> Human Resources,"['India', 'South Asia', 'Remote', 'Partly Remote']","Noida, UP, India",['AI'],,,,https://www.ycombinator.com/companies/helloverify
AlgoSurg Inc,algosurg-inc,http://www.algosurg.com,We make AI technology for Robotic and AR Surgeries,"AlgoSurg makes AI software solutions, for various next-generation surgical applications ranging from Robotics-surgeries, AR-based-navigation/training, cloud-based 3D surgery planning and automatic patient-specific instrument/implant design.
",Winter 2018,Active,8,Healthcare,Healthcare -> Healthcare Services,"['India', 'South Asia', 'Remote', 'Fully Remote']","MH, India; Remote","['Augmented Reality', 'Robotic Surgery', 'Medical Devices']",,,,https://www.ycombinator.com/companies/algosurg-inc
Orangewood Labs,orangewood-labs,http://www.orangewood.co,Orangewood Labs makes worlds most affordable and easiest AI robot arms,"Orangewood Labs makes the world's most affordable AI-powered industrial robotic arms for small businesses! Our robots can be programmed by just using natural language prompts and cost a fraction of human labor. 

",Winter 2018,Active,40,Industrials,Industrials -> Manufacturing and Robotics,"['United States of America', 'India', 'America / Canada', 'South Asia']","San Francisco, CA, USA; Noida, UP, India","['Artificial Intelligence', 'Generative AI', 'Hardware', 'Robotics']",,,,https://www.ycombinator.com/companies/orangewood-labs
Cashfree Payments,cashfree-payments,https://www.cashfree.com/,Next-gen digital payments provider for India.,"Cashfree is a next-generation payments company for Indian businesses. 

Cashfree helps 50,000+ businesses collect and send money with solutions such as an easy to integrate payment gateway that supports instant settlements & refunds; Payouts - an API banking platform for bulk disbursals; a split payment solution for marketplaces; a Bank Account Verification API; a dedicated UPI stack for businesses and Auto Collect - a virtual account solution to match inbound payments to customers. It counts Xiaomi, Nykaa, Zomato, Zoomcar, Cred, Swiggy, Shell, Zepto, Dunzo as well as donation platforms like Ketto and Milaap amongst its customers.

Cashfree is a licensed payment aggregator in India and works with all leading banks to build the core payments and banking infrastructure that powers Cashfree’s products. Cashfree is also integrated with major platforms like Shopify, Wix, Paypal, Amazon Pay, Ola Money and Google Pay.",Summer 2017,Active,200,Fintech,Fintech -> Payments,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Payments', 'India']",,,,https://www.ycombinator.com/companies/cashfree-payments
Dost Education,dost-education,http://www.dosteducation.com/,Getting kids ready for school in India.,"Dost is an ed-tech nonprofit building a platform to expand access to early childhood development in low-resource settings through parent education. Our mission is to unlock children’s full potential by focusing on early learning - the time when 90% of our brains develop.
 
We believe that parents of any literacy level can play a critical role in developing their children’s school and life readiness. In India alone, there are 150 million under-resourced caregivers who can benefit from resources developed for them. That’s why our team at Dost Education - educators, entrepreneurs, and engineers - are passionate about using technology and user-centric product design to change the trajectory of families’ lives.

Since 2017, we’ve grown from a small pilot with a few hundred mothers, to reaching over 100,000 families working with state governments. Join us as we continue to innovate, grow our reach, and deepen our impact. We are supported by some of the best funders in tech and social impact space like Y Combinator, Mulago, and many others.

Dost Education values diversity. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Winter 2017,Active,30,Education,Education,"['India', 'South Asia', 'Remote', 'Fully Remote']","Delhi, DL, India; Remote","['Education', 'Nonprofit', 'India', 'Data Science']",,,,https://www.ycombinator.com/companies/dost-education
OneFin,onefin,https://www.onefin.in,Shopify for Financial Services,"Building a plug-and-play suite of APIs and lending tech stack to enable financial inclusion. OneFin is backed by marquee investors from Silicon Valley like Y Combinator, Khosla Ventures, etc. Leading NBFC, SFB and fintech companies in India are our users.

We have enabled loan disbursement/migration of around $2B in last few years across more than 1 million loans across education loans, EV financing, business loans, credit line, 2 wheeler financing, personal loans, invoice discounting, and various other credit products.",Winter 2017,Active,50,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia']","Bengaluru, KA, India","['Fintech', 'SaaS', 'API']",,,,https://www.ycombinator.com/companies/onefin
"Wifi Dabba, Inc.",wifi-dabba-inc,https://dabba.com,Decentralised broadband connectivity.,"We enable humans & machines with internet connectivity at a price that they can afford.

The inspiration for Wifi Dabba came from the founders working together for the last decade in the mobile application industry and realising the biggest reason for user churn being access to cheap and affordable internet access. From having worked on ground onboarding users and facing poor connectivity issues all the time, we took it on ourselves to fix the internet access problem for the common citizen.

At Wifi Dabba (YC W17), we are building a low cost, scalable & distributed Wi-Fi infrastructure to connect next billion users online. We do this by deploying a grid of lasers (Free Space Optics) over the cities & town and bring cheap and fast internet for everyone. We enable anyone to buy 1 gig of data access at a time at a price they can afford. Sachetization of internet access is the foundation to rebuilding internet for all. We do this by leveraging crypto and blockchain to truly make internet infrastructure ownership distributed — our vision is to be connectivity layer for the Web3 world.",Winter 2017,Active,21,Consumer,Consumer,"['India', 'South Asia']","Bengaluru, KA, India","['Hardware', 'Crypto / Web3', 'Telecommunications']",,,,https://www.ycombinator.com/companies/wifi-dabba-inc
Spenny,spenny,http://spennyapp.com,Acorns for India. Every time you swipe you make a digital…,"Spenny is the Acorns for India. Every time a user make any digital transaction, we round off the amount to the nearest 10 INR and invest it for them into a diversified portfolio, automatically.

400M millennials in India don't invest because they don't have enough time, knowledge or access to large capital. With Spenny, they just connect the card and invest every time they spend.

We're growing 67% WoW since launch, with 3,000+ users and $15,000 in AUM. Indians put $500Bn into their bank accounts annually. We charge 1.75% of the AUM for investments. That's a direct ~$9Bn market in India alone.

Potentially every time a user makes a transaction, we make money. And in that sense, the timing for Spenny couldn't have been better: 1 Trillion+ transactions are expected in 2021 because of factors like Whatsapp launching its P2P payments in India for its 400M users. And the emergence of UPI means every Indian has a virtual bank account now. 

More interesting revenue models develop from the transaction data insights of our users. We analyse the rich data to A) up-sell more financial products like insurance etc., and B) create brand loyalty programs & partnerships.

We acquire customers at minimal CAC by bank partnerships. We leverage the banks' existing users, by integrating with their mobile app. In turn, we invest into their mutual funds.

Our long-term vision is to become a one-stop asset management solution for millennials.",Winter 2020,Active,2,Fintech,Fintech -> Consumer Finance,"['India', 'South Asia']","Bengaluru, KA, India","['Fintech', 'India', 'Investing']",,,,https://www.ycombinator.com/companies/spenny
EduRev,edurev,http://edurev.in,Learning App for 400M Indian Students like a Netflix for Education,"EduRev is like a Netflix for Education with a layer of social networking. We want to make the process of education and learning so good that you (and your kids) don’t feel the need to go to a school/college/coaching. EduRev stands for Education Revolution and we are looking to achieve nothing less. 

EduRev has over 7 million students and adds around 10 new users each minute. We are backed by the iconic American VC Y Combinator, Artiman Ventures and even angel investors like Anand Chandrashekaran, Austen Allred, Martin Basiri to name a few. 

We won the Best App award (for learning) by Google, mBillionth award by Bill and Melinda Gates, and even won Startup of the Year by TieCon.

Android App: https://play.google.com/store/apps/details?id=com.edurev
Website: http://edurev.in/
iOS App (beta): https://apps.apple.com/in/app/edurev/id1529835494",Winter 2020,Active,24,Education,Education,"['India', 'South Asia', 'Remote', 'Partly Remote']","Chandigarh, CH, India; CH, India","['Education', 'eLearning', 'India']",,,,https://www.ycombinator.com/companies/edurev
